suite,suite_label,tier,target_label,model_tier,model_tier_label,model,model_label,batch,run_id,scenario_id,visibility,difficulty,expected_step_count,passed_until_step,first_failed_step,step_progress_until_failure,first_failed_action,first_failed_component,first_failed_actor,first_failure_group,first_failure_raw,first_failure_before_screenshot,first_failure_after_screenshot
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120511-02d750e0,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r03/20260513-120511-02d750e0/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r03/20260513-120511-02d750e0/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120512-dcda55ad,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r04/20260513-120512-dcda55ad/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r04/20260513-120512-dcda55ad/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120530-be8b109a,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r06/20260513-120530-be8b109a/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r06/20260513-120530-be8b109a/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gemini_flash_latest,Gemini 3.1 Flash,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120536-a3d2d6fe,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r07/20260513-120536-a3d2d6fe/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini_flash_latest/r07/20260513-120536-a3d2d6fe/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120050-bb4975c6,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r02/20260513-120050-bb4975c6/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r02/20260513-120050-bb4975c6/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120056-b9a11849,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r03/20260513-120056-b9a11849/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r03/20260513-120056-b9a11849/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120058-4a83ee97,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r04/20260513-120058-4a83ee97/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r04/20260513-120058-4a83ee97/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120107-5e4a7dfc,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r05/20260513-120107-5e4a7dfc/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r05/20260513-120107-5e4a7dfc/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120222-774d7344,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r07/20260513-120222-774d7344/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r07/20260513-120222-774d7344/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,T,Mid-range,gpt54_mini,GPT-5.4 mini,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120227-54551fa5,private_23_handoff_blocked_until_escalation_closed,private,B,36,1,2.0,0.0277777777777777,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r09/20260513-120227-54551fa5/screenshots/private_23_handoff_blocked_until_escalation_closed/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/T/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_mini/r09/20260513-120227-54551fa5/screenshots/private_23_handoff_blocked_until_escalation_closed/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120917-77b49098,private_24_finalize_handoff_packet_after_release,private,B,42,3,4.0,0.0714285714285714,click,select_ava_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r03/20260513-120917-77b49098/screenshots/private_24_finalize_handoff_packet_after_release/004-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r03/20260513-120917-77b49098/screenshots/private_24_finalize_handoff_packet_after_release/004-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120922-be0b2abd,private_24_finalize_handoff_packet_after_release,private,B,42,26,27.0,0.6190476190476191,snapshot,,,wrong state transition,assertion_state_one_of,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r04/20260513-120922-be0b2abd/screenshots/private_24_finalize_handoff_packet_after_release/027-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r04/20260513-120922-be0b2abd/screenshots/private_24_finalize_handoff_packet_after_release/027-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120937-e510b36d,private_24_finalize_handoff_packet_after_release,private,B,42,11,12.0,0.2619047619047619,click,verify_insurance_button,,wrong state transition,assertion_state_one_of,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r06/20260513-120937-e510b36d/screenshots/private_24_finalize_handoff_packet_after_release/012-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r06/20260513-120937-e510b36d/screenshots/private_24_finalize_handoff_packet_after_release/012-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,F,Frontier,gemini31_pro_preview,Gemini 3.1 Pro Preview,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-121006-b429d48d,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r09/20260513-121006-b429d48d/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/F/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_pro_preview/r09/20260513-121006-b429d48d/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115522-887a5fb8,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r01/20260513-115522-887a5fb8/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r01/20260513-115522-887a5fb8/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115620-03cce2e8,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r04/20260513-115620-03cce2e8/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r04/20260513-115620-03cce2e8/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115656-2350c2ef,private_24_finalize_handoff_packet_after_release,private,B,42,19,20.0,0.4523809523809524,fill,pain_score_input,,wrong state transition,assertion_state_normalized_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r07/20260513-115656-2350c2ef/screenshots/private_24_finalize_handoff_packet_after_release/020-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r07/20260513-115656-2350c2ef/screenshots/private_24_finalize_handoff_packet_after_release/020-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,claude_haiku45,Claude Haiku 4.5,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115701-9364522c,private_24_finalize_handoff_packet_after_release,private,B,42,3,4.0,0.0714285714285714,click,select_ava_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r08/20260513-115701-9364522c/screenshots/private_24_finalize_handoff_packet_after_release/004-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/claude_haiku45/r08/20260513-115701-9364522c/screenshots/private_24_finalize_handoff_packet_after_release/004-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115734-8d3150aa,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_filter_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r01/20260513-115734-8d3150aa/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r01/20260513-115734-8d3150aa/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115747-eb0ce236,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_filter_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r02/20260513-115747-eb0ce236/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r02/20260513-115747-eb0ce236/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115751-966319d2,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_filter_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r03/20260513-115751-966319d2/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r03/20260513-115751-966319d2/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115802-88a2a25e,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r04/20260513-115802-88a2a25e/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r04/20260513-115802-88a2a25e/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115804-d1355fd1,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_filter_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r05/20260513-115804-d1355fd1/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r05/20260513-115804-d1355fd1/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115808-bcc31096,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r06/20260513-115808-bcc31096/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r06/20260513-115808-bcc31096/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115924-5453e580,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r08/20260513-115924-5453e580/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r08/20260513-115924-5453e580/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gemini31_flash_lite,Gemini 3.1 Flash Lite,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-120029-c5ac66d7,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_filter_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r10/20260513-120029-c5ac66d7/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gemini31_flash_lite/r10/20260513-120029-c5ac66d7/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gpt54_nano,GPT-5.4 nano,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115502-cad3371d,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r03/20260513-115502-cad3371d/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r03/20260513-115502-cad3371d/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gpt54_nano,GPT-5.4 nano,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115502-4564e5a8,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r04/20260513-115502-4564e5a8/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r04/20260513-115502-4564e5a8/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gpt54_nano,GPT-5.4 nano,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115502-2dea0f60,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r05/20260513-115502-2dea0f60/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r05/20260513-115502-2dea0f60/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gpt54_nano,GPT-5.4 nano,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115502-9638e1eb,private_24_finalize_handoff_packet_after_release,private,B,42,1,2.0,0.0238095238095238,click,reset_button,,wrong state transition,assertion_state_equals,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r08/20260513-115502-9638e1eb/screenshots/private_24_finalize_handoff_packet_after_release/002-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r08/20260513-115502-9638e1eb/screenshots/private_24_finalize_handoff_packet_after_release/002-after.png
clinic_shift_command,Clinic Shift Command,B,Clinic Shift Command B,M,Small,gpt54_nano,GPT-5.4 nano,20260513T022902Z_clinic_tierb_plus_mtf_10x,20260513-115522-6149b2f8,private_24_finalize_handoff_packet_after_release,private,B,42,9,10.0,0.2142857142857142,click,escalate_delay_button,,wrong state transition,assertion_state_appended_object,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r10/20260513-115522-6149b2f8/screenshots/private_24_finalize_handoff_packet_after_release/010-before.png,/Users/chansungpark/Developers/backup/b/detoxbench/targets/web/clinic_shift_command/tier_b/cohorts/M/20260513T022902Z_clinic_tierb_plus_mtf_10x/runs/gpt54_nano/r10/20260513-115522-6149b2f8/screenshots/private_24_finalize_handoff_packet_after_release/010-after.png
